-0.14939367590989105, 22.452917745230163, -420.5660996398254
-0.18599787297523518, 22.799394810173535, -421.50344364083327
-0.22260207004057575, 23.145871875116907, -422.4407876418411
-0.8567644333480362, -8.65151666286848, -417.1000086479715
-0.8933686304133768, -8.305039597925079, -418.0373526489793
-0.06588602876426453, 2.734389577715768, -427.85805914189405
-0.07284717156866793, 1.4502783878119916, -427.26559817739536
-0.0798083143730749, 0.16616719790818685, -426.6731372128966
-0.05016526011213418, -1.464421056938961, -425.14333224739005
-0.0867694571774783, -1.1179439919955894, -426.08067624839794
-0.020522205851197017, -3.095009311786137, -423.6135272818835
-0.05712640291654114, -2.748532246842737, -424.55087128289136
0.009120848409740145, -4.725597566633286, -422.0837223163769
-0.02748334865560398, -4.379120501689914, -423.0210663173848
0.002159705605336737, -6.009708756537061, -421.4912613518782
-0.03444449146000739, -5.6632316915936896, -422.42860535288605
-0.004801437199070224, -7.293819946440866, -420.8988003873795
0.02484161706186694, -8.924408201288013, -419.3689954218729
-0.011762580003473633, -8.577931136344642, -420.30633942288074
0.9028507013851372, 4.336766289217013, -429.4372798427772
0.8958895585807338, 3.0526550993132373, -428.8448188782785
0.9430518645371178, -9.543776804650948, -420.70063819476644
